name,bandgap
1,0.9653
2,1.6018
3,1.3563
4,1.2515
5,1.2954
6,1.4608
7,1.4608
8,1.6018
9,1.0058
10,0.4348
11,1.6018
12,1.6195
13,1.5605
14,1.3716
15,0.7202
16,0.1372
17,1.6055
18,0.4348
19,1.2515
20,0.237
21,0.237
22,0.237
23,0.237
24,0.237
25,0.237
26,0.237
27,0.237
28,1.2822
29,0.4348
30,1.642
31,1.3563
32,1.3716
33,1.3716
34,1.0058
35,1.3716
36,1.3716
37,1.0058
38,1.3716
39,0.7232
40,0.751
41,0.4909
42,1.4303
43,1.6005
44,1.709
45,1.3716
46,1.2954
47,0.4419
48,1.4083
49,1.5741
50,0.1745
51,1.7786
52,0.5711
53,0.871
54,0.5033
55,1.7819
56,1.3682
57,1.4303
58,1.2218
59,1.1801
60,1.3267
61,1.4912
62,0.6955
63,0.0241
64,0.0241
65,0.0241
66,0.0241
67,0.9352
68,0.0241
69,1.4303
70,1.2515
71,1.2515
72,1.642
73,1.2515
74,1.2515
75,1.2515
76,0.4419
77,0.3876
78,1.2779
79,1.5821
80,0.004
81,0.7666
82,0.7666
83,1.642
84,1.2515
85,1.9731
86,1.8542
87,1.8542
88,1.3716
89,1.3716
90,0.7867
91,0.6248
92,0.0471
93,3.1509
94,0.0065
95,1.2856
96,0.8369
97,1.5871
98,2.1201
99,2.531
100,1.5326
101,0.6039
102,0.6039
103,0.4321
104,1.6005
105,0.4563
106,1.3446
107,1.6195
108,1.3682
109,1.153
110,0.8177
111,0.4968
112,3.9192
113,1.709
114,1.0211
115,0.6039
116,0.7232
117,1.6195
118,1.5192
119,1.5192
120,1.3147
121,1.2578
122,1.3267
123,1.0625
124,1.0625
125,0.004
126,0.004
127,0.237
128,0.237
129,0.237
130,0.237
131,0.237
132,0.237
133,0.237
134,0.237
135,0.237
136,0.237
137,1.4912
138,1.4912
139,1.1285
140,1.3073
141,1.6005
142,0.4348
143,1.9956
144,1.9138
145,0.237
146,0.8309
147,0.237
148,2.3763
149,0.1967
150,0.751
151,0.0447
152,0.5711
153,2.4279
154,1.3147
155,1.2515
156,1.2515
157,0.6955
158,1.2856
159,1.1168
160,0.6955
161,0.5193
162,1.2146
163,0.0017
164,0.9263
165,0.3675
166,1.1721
167,0.9263
